business_persona,industry,location,years_in_operation,monthly_revenue_avg,monthly_expenses_avg,profit_margin,revenue_growth_rate,cash_flow_variability,num_transactions_per_month,avg_transaction_value,total_debt,debt_to_income_ratio,late_payment_count,missed_payments,repayment_history_score,revenue_volatility,expense_spikes,declining_revenue_trend,cash_flow_gaps,stress_index,payment_stress,liquidity_risk,industry_risk,default_risk
stable,retail,urban,12,109078.3663411249,93957.2431600433,0.1386262344064884,0.07407537234555121,0.1046032497526292,477,228.67582042164548,30015.71340042846,0.2751756778842762,0,0,100,11409.951596989471,1,0,0,0.02878427015957799,0.0,0.0,0.4,0
stable,services,rural,11,134795.49718830525,123553.01313092108,0.08340400304083417,-0.014346065983855044,0.23234472278707685,517,260.7263001708032,49290.54665159732,0.3656690889513906,0,0,100,31319.02242716298,0,1,0,0.0849612831042138,0.0,0.0,0.3,0
growth,services,peri-urban,8,94908.94181415017,54343.58374464148,0.42741344802835757,0.05309293511236246,0.2402552087163692,259,366.4437907882246,78444.44749681126,0.8265232547890005,0,2,76,22802.36762460839,1,0,2,0.19857651708826413,3.0,0.4805104174327384,0.3,1
distressed,retail,rural,6,46044.040615685924,34326.44217433359,0.2544867540873568,-0.15688393873192102,0.46526319849171305,125,368.3523249254874,155940.68196447345,3.386772313621598,7,3,36,21422.59760833638,0,1,7,1.575740519198764,8.0,3.2568423894419913,0.4,1
growth,services,rural,2,53303.016513711824,43925.023552975836,0.1759373779216335,0.20473097361563525,0.4006475510263564,613,86.95434994080232,67623.47827427118,1.2686613759818925,3,1,76,21355.723028536075,0,0,0,0.5082860733688728,3.0,0.0,0.3,1
distressed,manufacturing,urban,6,35551.90538989932,28221.516175835415,0.20618836413045105,-0.24952609930900516,0.4580589406662361,337,105.49526821928582,145519.4765496219,4.093155485021221,5,1,68,16284.868121563533,1,1,5,1.8749064654510141,4.0,2.2902947033311802,0.6,1
stable,services,rural,11,143434.43805987824,108416.1832393313,0.24414119296739745,0.14428913267516652,0.10930542320848853,315,455.3474224123119,4454.16076561404,0.03105363555546265,0,0,100,15678.161954806726,0,0,1,0.003394330776552012,0.0,0.10930542320848853,0.3,0
stable,services,urban,17,146458.7496291205,82881.2998475153,0.43409799648435643,0.07860979375111299,0.16108256816209682,310,472.44757944877574,38823.828040275184,0.2650837054023013,4,0,84,23591.951520068273,0,0,2,0.042700364044127394,2.0,0.32216513632419363,0.3,1
seasonal,agriculture,urban,14,53308.08264951586,30798.785219628367,0.42224924084925647,0.03443057917146,0.5973098325921755,472,112.94085307100818,34398.87890215029,0.6452844895644112,3,0,88,31841.441923192175,1,0,1,0.3854347704360459,1.5,0.5973098325921755,0.8,1
stable,services,urban,7,115424.08494570966,76949.1197395111,0.3333356744763926,0.14240008955529873,0.1913989424523188,373,309.44794891611167,33283.71859028894,0.28836025519235536,2,0,92,22092.047792135443,0,0,2,0.05519184788909759,1.0,0.3827978849046376,0.3,0
growth,agriculture,urban,8,112496.4809574056,75673.40009965049,0.3273265131884204,0.06950176026827076,0.3913732003175192,453,248.33660255497924,102645.835700302,0.9124359697897276,3,0,88,44028.10777675868,0,0,2,0.357102985581425,1.5,0.7827464006350384,0.8,1
distressed,retail,urban,2,52736.686887095995,41417.020773346514,0.21464499918213978,-0.13687242022277388,0.8215814140974569,278,189.70031254351076,192607.2518101048,3.652244067255453,7,4,24,43327.48178751514,0,1,4,3.0006158454047824,9.5,3.2863256563898275,0.4,1
stable,services,rural,17,131290.66451191626,112892.63424487252,0.14013205230882114,0.04506425313517315,0.06378026491825649,430,305.3271267718983,34201.09986006962,0.26049909936258603,0,1,88,8373.753363863954,0,0,1,0.01661470156831296,1.5,0.06378026491825649,0.3,0
distressed,agriculture,urban,2,54570.92723700904,52383.79269273062,0.04007874989514831,-0.10372752317058241,0.5433872833057598,387,141.01014789924815,85185.20923430508,1.5609998500544804,5,4,32,29653.147898794636,1,1,4,0.8482274677618025,8.5,2.173549133223039,0.8,1
stable,services,rural,8,116562.36243739937,64922.56015069893,0.44302295532517155,0.0633608830824664,0.19562584332616512,668,174.49455454700504,25414.989367171984,0.21803769961183897,2,0,92,22802.610451906363,1,0,0,0.042653808863463066,1.0,0.0,0.3,1
stable,retail,rural,7,119919.7818352788,91463.08291786503,0.2372977875868866,0.1654899468596129,0.1289780044891543,648,185.06139172110926,39438.217046466176,0.32887165439175253,0,0,100,15467.014159888995,0,0,2,0.04241720971649506,0.0,0.2579560089783086,0.4,0
stable,services,urban,11,103425.85900212999,82758.01961236799,0.19983241704897375,0.19667950578891358,0.2168788743289382,570,181.4488754423333,30068.597457267846,0.29072610802921733,0,0,100,22430.883876885433,1,0,2,0.06305235104740994,0.0,0.4337577486578764,0.3,0
distressed,agriculture,rural,5,57885.028462548136,41298.956630273125,0.2865347443511455,0.08814662390413641,0.8671215941911377,158,366.36093963638064,132133.6856638346,2.282691901055653,8,3,32,50193.35816024412,0,0,12,1.9793714402905764,8.5,10.405459130293652,0.8,1
stable,services,peri-urban,13,127690.2073649651,92829.52550400495,0.2730098304353214,0.14764473797325695,0.143823528380294,336,380.03037906239615,47642.60269558687,0.37311085696191587,2,0,92,18364.856162840682,0,0,0,0.05366211992525792,1.0,0.0,0.3,0
distressed,manufacturing,rural,4,32793.18966995571,22745.96656129387,0.30638139228849864,-0.11871668897857723,0.6506897794420387,236,138.95419351676148,124308.53966083917,3.7906815687016717,8,3,32,21338.193353544422,1,1,4,2.466557753873492,8.5,2.6027591177681546,0.6,1
seasonal,retail,rural,3,96037.9894713274,76703.32574040092,0.20132307889159773,-0.016078263497195162,0.35711117830861705,432,222.31016081325785,55568.06340148637,0.5786050260670699,3,0,88,34296.23958249629,1,1,2,0.2066263226340994,1.5,0.7142223566172341,0.4,1
growth,services,urban,5,76118.38412152449,67705.13728458741,0.11052844768098549,0.3377559963073359,0.25528593394357113,691,110.15685111653328,81768.73210507489,1.074231055332566,2,1,80,19431.952780738873,1,0,3,0.27423607823176216,2.5,0.7658578018307134,0.3,1
growth,agriculture,rural,2,108001.39035769775,58686.00108314183,0.4566180964080615,0.2396241522074993,0.287961005740048,478,225.9443312922547,57291.98542324359,0.5304745173510642,2,1,80,31100.188988726168,0,0,2,0.152755975535879,2.5,0.575922011480096,0.8,0
growth,services,urban,4,158364.5370318127,140516.45791203948,0.1127024992734823,0.12765866333243248,0.29090471697830145,302,524.3858842113003,48901.73967534741,0.30879223715044163,0,0,100,46068.990824639215,0,0,1,0.08982911835334577,0.0,0.29090471697830145,0.3,1
stable,services,peri-urban,15,126464.5153840765,94161.4760736941,0.25543164588325123,-0.018795917055808825,0.19140319768535413,787,160.69188740035133,31885.03336855904,0.2521263239077242,0,0,100,24205.712638240904,0,1,2,0.04825778461659177,0.0,0.38280639537070826,0.3,0
growth,retail,urban,6,69405.94910138765,39490.921248762024,0.4310153270712572,-0.058378624242968025,0.421608131053552,415,167.24325084671725,96631.42865317868,1.392264350596521,0,2,76,29262.112484634006,0,1,2,0.5869899707874865,3.0,0.843216262107104,0.4,1
growth,retail,rural,4,99125.19977489255,60723.14470802438,0.38740961081618963,0.42856620231982145,0.24993178402356503,379,261.5440627305872,114323.92089856321,1.153328529558438,1,1,84,24774.53802143118,0,0,2,0.28825345695781535,2.0,0.49986356804713006,0.4,1
seasonal,retail,urban,8,68567.69884009832,38880.22353559414,0.43296589803511065,-0.09744558434145012,0.7206203775363622,401,170.9917676810432,82248.93049962533,1.1995288144557978,3,0,88,49411.28102495124,1,1,2,0.8644049071388821,1.5,1.4412407550727244,0.4,1
seasonal,retail,urban,8,79223.09263098551,53538.33710002003,0.3242079383419543,-0.03579337521970244,0.553952086459494,234,338.5602249187415,77058.38027494984,0.972675740315785,3,0,88,43885.79745870819,0,1,2,0.538815755796462,1.5,1.107904172918988,0.4,1
distressed,manufacturing,urban,7,68900.53960075093,38560.78592902761,0.4403413071585386,-0.1374900835107753,0.5557924501535877,204,337.74774314093594,109252.86256687557,1.5856604781319428,8,2,44,38294.39972160565,1,1,8,0.8812981222526618,7.0,4.4463396012287015,0.6,1
distressed,retail,rural,2,50012.11543942859,41248.372293426604,0.17523240256885475,-0.08370365503512864,0.5254640570918079,302,165.60303125638606,107648.09589340974,2.152440362651448,9,2,40,26279.569082545993,1,1,5,1.1310300456069922,7.5,2.6273202854590396,0.4,1
growth,retail,rural,4,89477.80728975697,64044.75633341043,0.2842386478469059,0.18699079746447994,0.349308648893919,695,128.74504646008197,103792.69623372276,1.1599825630238092,2,0,92,31255.37197037546,0,0,2,0.405191941830352,1.0,0.698617297787838,0.4,1
growth,services,urban,8,48898.55139063634,25958.882561982893,0.4691277793772476,0.1727220126756988,0.3369642495392187,647,75.57735918181815,107387.86876432848,2.1961359940182676,4,0,84,16477.063672900695,1,0,1,0.7400193171104317,2.0,0.3369642495392187,0.3,1
distressed,retail,peri-urban,3,62710.15891458688,50621.6748063455,0.19276755660444514,-0.08866258257093856,0.6021698870774531,341,183.90075928031342,153972.19071133132,2.4552990038032925,9,4,16,37762.16931220592,1,1,9,1.4785071238616116,10.5,5.419528983697078,0.4,1
stable,retail,rural,17,133992.66971223312,73991.20293868521,0.44779663620710713,0.10255817175022873,0.2082170167955948,385,348.0329083434627,15597.733923515665,0.11640736733594345,1,0,96,27899.55395995863,0,0,0,0.02423799475971911,0.5,0.0,0.4,0
seasonal,services,urban,4,50273.47255671986,34669.43169251498,0.31038319158478633,0.08161650013831837,0.4856345388022677,228,220.4976866522801,37987.048224066035,0.7556082023418621,2,0,92,24414.534659071112,0,0,2,0.36694944085950076,1.0,0.9712690776045354,0.3,0
stable,services,urban,19,91220.93824907258,52549.9279038681,0.42392690853075765,0.07340859903824176,0.15843328111341093,342,266.7278896171713,35793.16339597489,0.39237881217845055,3,0,88,14452.432553044417,0,0,2,0.06216586265281472,1.5,0.31686656222682186,0.3,1
growth,services,peri-urban,9,81357.77240075811,67040.95014447217,0.17597362653641851,0.29541503247182627,0.2237866065560363,357,227.89291989007876,75517.37497149012,0.9282134053462165,5,0,80,18206.779802524004,0,0,3,0.2077217281422524,2.5,0.6713598196681089,0.3,1
distressed,agriculture,urban,2,46037.174761607115,37727.04338676043,0.18050915195988423,-0.11878189981867852,0.596681450764622,122,377.3538914885829,101038.09189213163,2.1947066129781874,2,3,56,27469.528225860173,1,1,4,1.3095407258345346,5.5,2.386725803058488,0.8,1
seasonal,manufacturing,urban,14,71068.40185606667,56196.596707365454,0.20926044149438974,-0.03693701938385785,0.46562108342323194,438,162.25662524216136,90639.49320280549,1.2753838673110411,4,0,84,33090.94626937939,1,1,1,0.5938456180778785,2.0,0.46562108342323194,0.6,1
stable,services,rural,19,105862.14069606687,69560.05256412164,0.34291851546975166,0.08055079804024359,0.0786402836364557,774,136.77279159698563,31237.121749235957,0.2950735885732615,2,0,92,8325.028770701078,0,0,1,0.023204670699028117,1.0,0.0786402836364557,0.3,0
distressed,retail,urban,2,52806.029265321784,39547.50839527741,0.25107967886446203,-0.33768808137460093,0.8567646079221927,179,295.00575008559656,137666.53970708858,2.607023130169257,5,2,56,45242.33695943125,1,1,6,2.2336051499635508,5.5,5.140587647533156,0.4,1
growth,retail,urban,4,102995.86930034297,67206.73496872008,0.34748125895475807,0.34716484946657483,0.2566882508827837,550,187.2652169097145,162192.12320467853,1.5747439611555223,2,0,92,26437.829538856833,1,0,5,0.4042182729772373,1.0,1.2834412544139184,0.4,1
stable,retail,urban,10,123546.02854622863,67321.51909416313,0.45508957360800417,0.06861355869137836,0.19326884595845423,685,180.3591657609177,63194.11117277933,0.5115025704701893,1,1,84,23877.59835987985,0,0,0,0.09885751149955639,2.0,0.0,0.4,0
distressed,retail,urban,5,68935.84653283258,65046.40380804345,0.0564211933327994,-0.14852548252769007,0.7702741582493827,368,187.3256699261755,148656.8460281065,2.156452027571818,4,2,60,53099.50116128624,1,1,5,1.6610592703430567,5.0,3.8513707912469135,0.4,1
growth,services,peri-urban,4,72278.78627475008,47718.74386487256,0.339795999292497,0.38475699881004977,0.35861664200211185,321,225.167558488318,67671.95511541997,0.9362630254772353,2,0,92,25920.375621839205,1,0,1,0.3357595022273838,1.0,0.35861664200211185,0.3,1
growth,services,peri-urban,2,100775.34206424686,70674.80463494052,0.2986895088891534,0.2185790170803337,0.37970027391954964,529,190.5015918038693,68393.33608734547,0.6786713365234024,3,0,88,38264.42498613084,0,0,3,0.25769169237928274,1.5,1.139100821758649,0.3,0
stable,services,rural,17,121095.23883820348,87058.1362329282,0.2810771334350526,0.017587781250171006,0.1341518998160372,652,185.72889392362498,11606.353217662338,0.0958448352636696,2,1,80,16245.15634882177,0,0,0,0.012857766738176395,2.5,0.0,0.3,0
growth,retail,rural,5,79752.4088541095,52168.414164352056,0.3458703641192411,0.43366534888498787,0.3839423693276717,458,174.13189706137445,130617.56386970074,1.6377883219632714,2,0,92,30620.32881503598,0,0,2,0.62881632879177,1.0,0.7678847386553433,0.4,1
growth,retail,urban,3,124259.41469471093,84107.59811490387,0.32312896916869277,0.18651130811545258,0.29601872135556734,594,209.19093382947966,79955.62947070158,0.6434573160282628,1,1,84,36783.113054319525,0,0,1,0.19047541193757156,2.0,0.29601872135556734,0.4,1
stable,agriculture,urban,17,113658.71482486889,64815.063879165384,0.42973960264256267,0.055765914160400734,0.15334069135611167,488,232.90720250997722,43396.10313362918,0.381810609072046,1,0,96,17428.505909892534,0,0,1,0.058547102762205615,0.5,0.15334069135611167,0.8,0
stable,services,urban,12,133464.7601503395,91035.3854922714,0.31790694869772473,0.022592845701068537,0.18620889916644717,666,200.39753776327254,48783.96740563803,0.3655194625958644,1,0,96,24852.326065108628,0,0,3,0.06806297675388727,0.5,0.5586266974993415,0.3,0
seasonal,services,peri-urban,7,96825.08156826919,68421.36516707212,0.29335081304496763,-0.03497612138779288,0.6668247577295149,286,338.54923625268947,53485.22628482767,0.5523902011599798,4,0,84,64565.36155890162,0,1,1,0.36834746206066155,2.0,0.6668247577295149,0.3,1
growth,services,rural,9,46395.57017823712,39303.760398332495,0.1528553211580358,0.09947052296429004,0.25059446602720814,302,153.6277158219772,73224.67343459382,1.578268639727624,2,1,80,11626.473134843192,0,0,0,0.3955053870200321,2.5,0.0,0.3,1
distressed,manufacturing,urban,7,67846.98462046863,57487.93685855859,0.15268250784994858,-0.22226592724842067,0.7616400898327125,90,753.8553846718737,121525.66453097135,1.7911726690696361,12,2,28,51674.98346121239,1,1,4,1.3642289125760971,9.0,3.04656035933085,0.6,1
stable,services,urban,19,158637.42870321148,130692.52036982765,0.17615583259146783,0.16933179698534048,0.13034899730382826,413,384.10999686007625,55467.507880966914,0.3496495646354612,3,1,76,20678.22976632116,0,0,2,0.04557647015795246,3.0,0.2606979946076565,0.3,1
stable,services,urban,14,127576.21359906589,108724.38082500908,0.1477691823751919,0.10829900970405056,0.10182554579174569,311,410.21290546323434,40368.023141774764,0.3164228033028121,1,0,96,12990.517579769212,0,0,0,0.03221992464726303,0.5,0.0,0.3,0
stable,services,peri-urban,13,84938.15470448454,72021.88638988452,0.15206674031874243,0.09061392276669859,0.13683935317475507,481,176.58660021722358,39080.17343297119,0.4601015123172655,1,0,96,11622.882149618943,1,0,0,0.0629599933402212,0.5,0.0,0.3,0
stable,agriculture,urban,8,134470.00099410085,70991.918103454,0.4720612956151582,0.07113040572047502,0.15260581738019763,525,256.1333352268588,54147.09255958407,0.40267042581459844,0,0,100,20520.904414820747,0,0,2,0.061449849466269024,0.0,0.30521163476039526,0.8,0
growth,services,rural,5,73020.86141081882,46038.02099425493,0.36952235149291307,0.32389549698206666,0.2733357244858321,375,194.72229709551686,91290.51068518928,1.250197668466064,2,1,80,19959.210056305703,0,0,2,0.3417236854606697,2.5,0.5466714489716642,0.3,1
growth,manufacturing,rural,8,143155.89087255887,101618.02065796433,0.2901583019840423,0.4151039381777648,0.36547343264559495,472,303.29637896728576,26665.12802966337,0.1862663692505771,2,1,80,52319.67484063229,1,0,2,0.06807540935644031,2.5,0.7309468652911899,0.6,1
growth,manufacturing,urban,2,106754.75242278914,60852.98100760263,0.4299740327568571,0.3264704706095082,0.29780962549143103,540,197.69398596812803,59661.00640923092,0.5588604259316794,3,2,64,31792.592838461274,0,0,1,0.16643401414869508,4.5,0.29780962549143103,0.6,1
stable,services,urban,5,131200.01240496742,115876.66298312636,0.11679381076995157,0.08085594902275411,0.0900772607525256,724,181.21548674719256,55098.91886549685,0.419961232133319,2,0,92,11818.137728136844,1,0,0,0.03782895741282491,1.0,0.0,0.3,0
growth,agriculture,peri-urban,6,83220.9820545938,43071.63537435093,0.4824425966747724,0.18098739095926178,0.4471870343677273,530,157.02072085772414,34323.98456021222,0.4124438778876143,2,1,80,37215.34416216365,0,0,1,0.18443955459568728,2.5,0.4471870343677273,0.8,1
stable,services,peri-urban,9,130993.59881835722,72122.29474300708,0.4494212282615753,0.05012317861997237,0.14059601409425873,375,349.31626351561926,38804.80089228677,0.2962343293285315,2,0,92,18417.177865723424,0,0,0,0.041649365941477494,1.0,0.0,0.3,0
stable,manufacturing,urban,19,125305.7503399411,113140.0581069537,0.097088060204605,0.12822865556937316,0.12322732395765833,353,354.9737969970003,18900.19591688739,0.15083263031116434,0,0,100,15441.092290897377,0,0,0,0.018586701398739563,0.0,0.0,0.6,1
seasonal,agriculture,rural,8,98194.57543038436,66236.53298611558,0.32545629230736506,-0.21359482638697194,0.5292025339819451,299,328.4099512721885,87717.94287111242,0.8933074203605126,2,1,80,51964.81814104065,0,1,2,0.47274055047965785,2.5,1.0584050679638901,0.8,1
growth,agriculture,urban,7,107815.28045806098,90287.68148199891,0.16257063842522884,0.5015660406923256,0.24105537931439805,388,277.87443417026026,109637.3333279076,1.016899764691104,1,0,96,25989.453326706098,1,0,2,0.2451291585023362,0.5,0.4821107586287961,0.8,0
growth,retail,peri-urban,7,86067.58115401863,63947.26541261788,0.2570110074525768,0.390607928983966,0.27652685079806916,319,269.80432963642204,117971.32840637525,1.37068251279497,4,0,84,23799.997172328018,0,0,1,0.3790305187071772,2.0,0.27652685079806916,0.4,1
stable,retail,urban,14,143689.83182614532,81554.06332913498,0.4324298226765989,0.08423827611869077,0.07730744375303132,715,200.96479975684662,76029.52629963527,0.5291225226822291,0,0,100,11108.29359178226,0,0,1,0.04090510966071847,0.0,0.07730744375303132,0.4,0
seasonal,services,urban,13,106971.37865341533,65093.48957012786,0.3914868594801495,0.04816794633254781,0.5377479657674586,168,636.7343967465198,67610.63072660557,0.6320441185082074,1,2,72,57523.64126621465,1,0,2,0.3398804390030751,3.5,1.0754959315349173,0.3,1
growth,retail,rural,8,130525.61484764045,82045.0850085985,0.37142540868803536,0.20615976994742552,0.32934753567027336,511,255.43173160007916,67388.60535654979,0.5162864425899159,2,2,68,42988.28959191762,1,0,1,0.17003766756696084,4.0,0.32934753567027336,0.4,1
distressed,services,urban,2,42158.07281433838,40207.33474416408,0.04627199347477849,-0.19558230856670117,0.4778157714795051,109,386.7713102232879,148499.40135083746,3.5224428309334703,11,3,20,20143.792085872246,1,1,5,1.6830787387549282,10.0,2.3890788573975255,0.3,1
stable,retail,rural,6,86666.05101431618,65156.21017985357,0.24819223424532685,0.08094542560329887,0.19361791097022962,374,231.72740912918766,48116.86506267577,0.5551985408303356,0,1,88,16780.09974943125,0,0,3,0.10749638164928932,1.5,0.5808537329106889,0.4,1
seasonal,services,urban,7,45682.39645971799,32650.284576937294,0.2852764498524547,-0.07401529398743369,0.6813483379045915,279,163.73618802766305,80630.39443297466,1.7650211171402372,5,1,68,31125.624899327446,1,1,4,1.202594204530006,4.0,2.725393351618366,0.3,1
distressed,retail,rural,2,42192.11162629328,25819.62004955845,0.3880462708704966,-0.024370448653064578,0.5915663613611907,260,162.2773524088203,125939.92869389888,2.9849164651767666,4,2,60,24959.433952911502,1,1,2,1.765776172271727,5.0,1.1831327227223813,0.4,1
distressed,retail,urban,5,69020.2119633978,59236.919946519076,0.14174531979222135,-0.05124511755916057,0.5045849000419518,171,403.626970546186,124806.0991921981,1.8082543597284835,5,2,56,34826.5567544254,1,1,0,0.9124178453540204,5.5,0.0,0.4,1
stable,agriculture,urban,13,78170.55408237992,47256.565592225095,0.3954684580791914,0.048231619092100636,0.11820025306445894,509,153.57672707736722,30701.586462789302,0.39275129648479246,0,0,100,9239.779274726281,0,0,0,0.046423302635896814,0.0,0.0,0.8,0
stable,services,urban,9,127305.91899242553,92527.40977095604,0.2731884699213298,0.06101561129644038,0.056755374783552553,762,167.06813516066342,42794.73663391264,0.3361566922623515,2,0,92,7225.2951445796925,0,0,1,0.0190786990553491,1.0,0.056755374783552553,0.3,0
stable,retail,urban,11,95709.25206783829,76937.16770396607,0.1961365694360107,0.07480168518436141,0.23643130994647948,716,133.67213975955067,63807.977935762785,0.6666855769652863,0,0,100,22628.663840396806,1,0,2,0.15762534428432712,0.0,0.47286261989295897,0.4,0
stable,agriculture,urban,5,86537.89392157533,44204.05245313014,0.4891942656567317,0.032305954081069496,0.10451981893818163,507,170.68618130488233,21978.481489835693,0.253975229738704,0,0,100,9044.925003974622,0,0,3,0.026545445027072425,0.0,0.3135594568145449,0.8,0
distressed,agriculture,urban,2,20057.69415855731,17765.356118426495,0.11428721676628145,-0.16690900936704425,0.8408924735728669,239,83.9234065211603,189797.40004108817,9.462573242005188,4,1,72,16866.3640551573,1,1,3,7.957006619834165,3.5,2.5226774207186007,0.8,1
stable,services,urban,14,148058.8743494157,80752.15185189548,0.45459431454731875,0.13545601916288524,0.16450078603910223,506,292.6064710462761,41263.78147991654,0.27869846816837823,0,0,100,24355.801210543555,0,0,1,0.04584611708159193,0.0,0.16450078603910223,0.3,0
stable,retail,rural,9,133796.56799167514,69085.12804565647,0.48365545482485794,0.06630788025178298,0.13201353982301792,625,214.0745087866802,29821.05996086319,0.22288359416452794,0,0,100,17662.95855675213,0,0,1,0.02942365223413627,0.0,0.13201353982301792,0.4,0
stable,retail,urban,14,121595.38148117035,80735.11355167477,0.3360347032245052,0.12503052105992465,0.1473646877027607,589,206.44377161489024,40994.89482799281,0.3371418743757227,0,0,100,17918.86541807072,0,0,0,0.04968280702890175,0.0,0.0,0.4,0
stable,retail,urban,12,136564.36993953827,112205.2114565947,0.17837125813803562,0.009028817372196324,0.18861269419402987,674,202.6177595542111,38898.777814475914,0.28483840866909677,0,1,88,25757.773745206498,0,0,0,0.053724139669018456,1.5,0.0,0.4,0
stable,retail,urban,8,144466.7370719104,124147.25102476779,0.14065165766863208,0.10360780635050094,0.17279501526456087,641,225.37712491717693,55475.070952702015,0.38399891959273985,2,0,92,24963.13203756206,1,0,1,0.06635309917260236,1.0,0.17279501526456087,0.4,0
distressed,services,urban,2,13164.481764769698,7755.667143440829,0.4108642267866358,-0.04934588089988756,0.8021072033627767,96,137.1300183830177,160434.6259778145,12.186930624733268,3,2,64,10559.325652059695,1,1,3,9.775224840980979,4.5,2.4063216100883302,0.3,1
growth,agriculture,peri-urban,7,40302.51468316727,27055.608046683963,0.32868685094769046,0.41546225636734013,0.32445008893359323,588,68.54169163803957,94655.89960631264,2.348635075266075,5,0,80,13076.154473201068,1,0,0,0.7620148590426344,2.5,0.0,0.8,1
stable,services,rural,16,112844.44811571087,96514.5970124212,0.14471116103598655,0.10061715005219674,0.21172771729523687,405,278.6282669523725,41065.73974819235,0.363914578288189,0,0,100,23892.297408980256,0,0,0,0.07705080295141703,0.0,0.0,0.3,0
stable,services,urban,6,127497.30270411396,68857.1315240703,0.4599326412114875,0.14244220827391996,0.09909498887984991,376,339.0885710215797,54484.30408057502,0.4273369155661124,1,1,84,12634.34379367503,0,0,2,0.04234694689597327,2.0,0.19818997775969982,0.3,0
stable,manufacturing,peri-urban,19,61231.53221820683,50054.4241034382,0.18253843583298707,0.077961282219427,0.17288473463738346,593,103.25722127859498,56521.104649686575,0.9230718651342251,3,1,76,10585.997198985084,0,0,3,0.15958503445496514,3.0,0.5186542039121504,0.6,1
stable,services,peri-urban,17,108256.57455619969,89947.63260845872,0.16912545055853556,0.05119154728807511,0.2447659468555487,326,332.07538207423215,50171.235737647075,0.4634474713736806,1,0,96,26497.522974586518,0,0,1,0.11343615914858873,0.5,0.2447659468555487,0.3,1
growth,retail,urban,9,71852.64361916021,46592.54409099408,0.3515542122855209,0.349091698227635,0.41419202779974307,512,140.3371945686723,112504.82868855455,1.5657715989527494,1,1,84,29760.792163392238,1,0,3,0.6485301136414854,2.0,1.2425760833992292,0.4,1
distressed,manufacturing,urban,4,47873.55686927397,40493.84874011865,0.15414998616682554,-0.2313127094970871,0.8177988419251228,122,392.40620384650794,122806.71506292457,2.5652306428424985,9,2,40,39150.93936652876,1,1,9,2.0978426489874336,7.5,7.360189577326105,0.6,1
distressed,manufacturing,peri-urban,6,42301.659509118916,31081.735096350312,0.2652360343061704,-0.15714302607366962,0.6800876216377186,148,285.82202371026295,118809.61413210651,2.808627734959071,5,3,44,28768.835006885267,1,1,7,1.9101129563340473,7.0,4.7606133514640305,0.6,1
distressed,retail,urban,1,18819.536492539402,13238.079065481777,0.2965778370402625,0.00376602040547816,0.4719599083128492,367,51.27939098784578,168502.5822213964,8.95359895224814,6,2,52,8882.066717509215,1,0,12,4.225739740573054,6.0,5.66351889975419,0.4,1
stable,manufacturing,urban,19,134148.65977576544,70564.65182117338,0.4739816861448719,0.13663421264350922,0.11705121499768195,537,249.8112844986321,37111.85621885003,0.27664723807814334,1,0,96,15702.263617064009,0,0,0,0.032381895342799664,0.5,0.0,0.6,0
seasonal,agriculture,urban,6,46368.887035503736,28407.184169232707,0.38736540845843703,-0.04687455137367323,0.6201718405164182,309,150.0611230922451,75167.65536959465,1.6210795681173082,5,2,56,28756.678015506233,0,1,4,1.0053478993828713,5.5,2.4806873620656726,0.8,1
distressed,services,rural,6,47004.1526647145,37049.09423739697,0.2117910410666904,0.06490202996940606,0.8600192375673934,130,361.5704051131885,111215.0876988466,2.3660694086361977,5,3,44,40424.475537209124,1,0,11,2.034865208846836,7.0,9.460211613241327,0.3,1
seasonal,retail,rural,7,69100.29179259756,35660.04276735166,0.48393788445374153,0.010445875797459606,0.6008386680720209,405,170.61800442616683,65442.31020201714,0.9470627186125387,5,1,68,41518.127284052316,0,0,3,0.5690319024318249,4.0,1.8025160042160628,0.4,1
stable,retail,urban,19,99322.59471858651,72707.11733886767,0.26797001684389354,0.08781439142995467,0.1907577279983712,388,255.98606886233637,31779.34860810988,0.31996091823971373,0,0,100,18946.552507420587,0,0,0,0.0610350178116804,0.0,0.0,0.4,0
seasonal,manufacturing,rural,9,71667.47165197831,45898.75394350728,0.3595594642100048,0.014086121439034389,0.5407628150441028,317,226.08035221444263,61550.83761788785,0.8588392502079959,1,2,72,38755.10371761723,0,0,3,0.46442833061284244,3.5,1.6222884451323085,0.6,1
distressed,retail,urban,4,52604.9564900856,45031.75067716033,0.14396373114295005,-0.18316896331546784,0.873544324056936,242,217.37585326481653,109898.81351403534,2.089134196598905,5,4,32,45952.761159176356,1,1,6,1.824951319632221,8.5,5.241265944341617,0.4,1
distressed,agriculture,urban,5,73414.0704009858,58501.75782514927,0.2031260832478823,-0.024443334847829026,0.5198815633250234,345,212.79440695937913,72899.88357549137,0.992996072514629,6,2,52,38166.62169011783,0,1,5,0.5162403505545137,6.0,2.599407816625117,0.8,1
stable,manufacturing,rural,16,130808.93215724784,78651.56826862834,0.3987293759566829,0.04964898876941531,0.14317171435142012,448,291.98422356528533,51918.36379912179,0.39690228291681,1,0,96,18728.13906943178,0,0,1,0.05682518027519206,0.5,0.14317171435142012,0.6,0
distressed,agriculture,urban,6,20283.60231103032,13399.586421014026,0.3393882301800373,0.07975060566075215,0.48832153579752213,254,79.8567020119304,173450.40141628147,8.55126218492059,10,3,24,9904.919832028496,0,0,5,4.175765483147697,9.5,2.4416076789876104,0.8,1
